month,name,market,revenue
2015-05-01,Cody Craig,sf-bay-area,1247.0796754578994
2015-05-01,Walter Alexander,sf-bay-area,711.3562193421191
2015-05-01,Chris Johnson,sf-bay-area,-17.744173707092934
2015-05-01,Joan Schroeder,sf-bay-area,1548.8235073160831
2015-05-01,Carl Davis,sf-bay-area,227.55438174106607
2015-05-01,Dr. Regina Fernandez,sf-bay-area,6239.17393189568
2015-05-01,Tracy Lewis,kansas city,3344.818092145897
2015-05-01,John Whitehead,sf-bay-area,5546.719748312951
2015-05-01,Stephanie Smith,sf-bay-area,6237.014085290315
2015-05-01,Joseph Ramirez,other,21.660835413820493
2015-05-01,Rebecca Merritt,sf-bay-area,950.591171662599
2015-05-01,April Avila,sf-bay-area,10.29440406196116
2015-05-01,Samantha Washington,sf-bay-area,18.754926529411037
2015-05-01,Eric Ross,sf-bay-area,145.03483715415794
2015-05-01,Melanie Burns,sf-bay-area,-39.56638312163719
2015-05-01,Matthew Martinez,sf-bay-area,607.1122133765983
2015-05-01,Glenn Mclean,sf-bay-area,14.082242247674188
2015-05-01,Melissa Wilson,sf-bay-area,1139.8083936858568
2015-05-01,Linda Bell,sf-bay-area,233.65616727471257
2015-05-01,Joseph Castaneda,sf-bay-area,-3.8974709236364333
2015-05-01,Jennifer Goodman,sf-bay-area,1546.204208326621
2015-05-01,Charles Ortiz,sf-bay-area,1336.7669011587736
2015-05-01,Linda Castro,sf-bay-area,1008.661902610344
2015-06-01,Betty Williams,other,29.256807862270023
2015-06-01,Nicole Green,sf-bay-area,4120.367037798002
2015-06-01,Andrea Ponce,sf-bay-area,4262.863788227974
2015-06-01,Jason Barnett,sf-bay-area,32.439292139167776
2015-06-01,Brian Mata,sf-bay-area,2463.155162132117
2015-06-01,Michael Lopez,sf-bay-area,3708.4473023776804
2015-06-01,Rachel Johnson,sf-bay-area,9240.512887200533
2015-06-01,Tiffany Hill,kansas city,2066.7670420996124
2015-06-01,Ashley Pineda,sf-bay-area,4460.68780288486
2015-06-01,Megan Thompson,sf-bay-area,13508.213365083146
2015-06-01,Craig Morton,sf-bay-area,2470.1427707441767
2015-06-01,Julia Pollard,sf-bay-area,846.2930812559106
2015-06-01,Deanna Dougherty,kansas city,725.1652995283091
2015-06-01,Melissa Martinez,sf-bay-area,175.03074999338887
2015-06-01,Cory Adams,sf-bay-area,2101.6100240241663
2015-06-01,Jessica Hodges,sf-bay-area,142.97062754354897
2015-06-01,James Larson,sf-bay-area,-41.68239947162993
2015-06-01,Laura Mccormick,sf-bay-area,45.293219060320055
2015-06-01,Tara Ramos,sf-bay-area,218.14813796509907
2015-06-01,Christian Moore,sf-bay-area,-0.7549324203806833
2015-06-01,Jacob Jackson,sf-bay-area,181.1620806114244
2015-06-01,Shannon Hunter,sf-bay-area,281.4520989983823
2015-06-01,Jennifer Farmer,sf-bay-area,621.1659193456768
2015-06-01,Anthony Cox,sf-bay-area,243.77224122131554
2015-06-01,Gregory Mclaughlin,sf-bay-area,2723.358657876244
2015-06-01,Angela Johnson,sf-bay-area,1508.9639979339906
2015-06-01,Susan Brown,sf-bay-area,559.8538302295821
2015-06-01,Jennifer Ryan,sf-bay-area,758.2886843889573
2015-06-01,Mary Curry,sf-bay-area,184.7407612944464
2015-06-01,Sarah Chavez,sf-bay-area,240.37631839674833
2015-06-01,Gregory Turner,sf-bay-area,423.60260036509715
2015-06-01,Ryan Miller,sf-bay-area,448.99506297757995
2015-06-01,Daniel Lyons,sf-bay-area,881.7672470263082
2015-06-01,Kathy Smith,sf-bay-area,29.169424458810695
2015-06-01,Pamela Mcbride,sf-bay-area,255.88708045174195
2015-07-01,Keith Rhodes,other,49.97916478754959
2015-07-01,Krista Mcmahon,sf-bay-area,7792.972009958637
2015-07-01,Jasmine Martinez,sf-bay-area,3294.348112418809
2015-07-01,Tammy Hughes,sf-bay-area,792.1357012387916
2015-07-01,Deborah Allen,sf-bay-area,1720.087448962447
2015-07-01,Robert Ferguson,sf-bay-area,3759.21549150336
2015-07-01,Stephanie Davis,sf-bay-area,12535.255602060659
2015-07-01,Gabriela Petty,kansas city,6151.2572402607875
2015-07-01,Michael Lawrence MD,sf-bay-area,1255.1641793433625
2015-07-01,Benjamin Dickson,sf-bay-area,3741.4834210004447
2015-07-01,Christine Pacheco,sf-bay-area,8492.597692465319
2015-07-01,Mark Manning,sf-bay-area,1992.2291031357981
2015-07-01,Kathleen Pearson,sf-bay-area,2007.5316187455815
2015-07-01,Mark Johnson,kansas city,886.4277081576129
2015-07-01,Heather Phelps,sf-bay-area,1692.4608558901077
2015-07-01,Jay Lee,sf-bay-area,1353.725876118107
2015-07-01,Jared Adams,sf-bay-area,-29.14384468310095
2015-07-01,Amy Flores,sf-bay-area,1712.549331054134
2015-07-01,Jeffrey Rodriguez,sf-bay-area,474.9863793167077
2015-07-01,Ronald Wang,sf-bay-area,249.34567165974414
2015-07-01,Wayne Jones,sf-bay-area,315.84120657920533
2015-07-01,Rodney Shields,sf-bay-area,3738.8585639745515
2015-07-01,Michael Allen,sf-bay-area,447.0199153677752
2015-07-01,Lori Gonzalez MD,sf-bay-area,126.40840333478117
2015-07-01,Thomas Hansen,sf-bay-area,1381.2221739275246
2015-07-01,Eric Gallegos,sf-bay-area,4402.179680407241
2015-07-01,Steven Williams,sf-bay-area,3700.4297075182103
2015-07-01,Alexis Bernard,sf-bay-area,1955.230589070484
2015-07-01,John Moss,sf-bay-area,29.332168764480073
2015-07-01,Dillon Beck,sf-bay-area,207.29049475760658
2015-07-01,Kristopher Skinner,sf-bay-area,191.3614790097238
2015-07-01,Jennifer Morgan,sf-bay-area,1656.0267934429282
2015-07-01,Jacob Price,sf-bay-area,2079.2494965372666
2015-07-01,Sarah Jimenez,sf-bay-area,600.534074450502
2015-07-01,Raymond Davis,sf-bay-area,8.173615172162116
2015-07-01,Jessica Robinson,sf-bay-area,444.5043584883008
2015-07-01,Michelle Evans,sf-bay-area,2607.027656503619
2015-07-01,Lisa Wagner,sf-bay-area,4.949289426869562
2015-07-01,Robert Hunter,sf-bay-area,463.98252065386794
2015-07-01,Mrs. Anna Vasquez,sf-bay-area,204.5267658387502
2015-07-01,Jeffrey Stewart,sf-bay-area,219.8376319206679
2015-08-01,Amber Cooper,other,27.660328801228545
2015-08-01,Amanda Cooper,other,13.868611361086757
2015-08-01,Taylor Reid,sf-bay-area,2510.032508222027
2015-08-01,Erica Farrell,sf-bay-area,517.1780925860024
2015-08-01,Terry Alvarez,sf-bay-area,1222.0699925594656
2015-08-01,Elijah Mclaughlin,sf-bay-area,545.457733294646
2015-08-01,Benjamin Malone,sf-bay-area,3479.3116932602497
2015-08-01,Ricky Larson,sf-bay-area,1756.41034021921
2015-08-01,Richard Williams,kansas city,8747.148345505071
2015-08-01,Tony Kennedy,sf-bay-area,3200.9487773030714
2015-08-01,Richard Oliver,sf-bay-area,7110.395224635287
2015-08-01,Bryan Leblanc,sf-bay-area,6874.288264396019
2015-08-01,Dr. Jeffery Black,sf-bay-area,2043.7474318553272
2015-08-01,Kristina Smith,sf-bay-area,3210.022182013394
2015-08-01,Rebekah Reid,kansas city,1737.0775118660742
2015-08-01,Latoya Harrison,sf-bay-area,1460.047156687305
2015-08-01,Joshua May,sf-bay-area,2705.7100381491728
2015-08-01,James Jones,sf-bay-area,391.60153068401314
2015-08-01,Michael Green,sf-bay-area,2135.9727625535425
2015-08-01,Julie Montoya,sf-bay-area,457.1877663425769
2015-08-01,Benjamin Estes,sf-bay-area,1996.2734048143475
2015-08-01,Theresa Taylor,sf-bay-area,26.627650779067565
2015-08-01,Michelle Mccann,sf-bay-area,3138.7243323774696
2015-08-01,Robert Thompson,sf-bay-area,209.7745138254164
2015-08-01,Bryce Cuevas,sf-bay-area,1061.5013984103782
2015-08-01,Kelly Kent,sf-bay-area,4151.07158960134
2015-08-01,Amy Livingston,sf-bay-area,4377.681093217281
2015-08-01,Kristi Beck,sf-bay-area,276.90308305205235
2015-08-01,Scott Barajas,sf-bay-area,387.83211519789825
2015-08-01,Isaac Garcia,sf-bay-area,188.55669073993218
2015-08-01,Matthew Rogers,sf-bay-area,6472.5413126441945
2015-08-01,Robert Rogers,sf-bay-area,3646.3066544899307
2015-08-01,Ryan Jenkins,sf-bay-area,1909.322791219276
2015-08-01,Christopher Mendez,sf-bay-area,5930.686866436463
2015-08-01,Michelle Ayala,sf-bay-area,252.47103356461537
2015-08-01,Maria Hudson,sf-bay-area,2447.418373498004
2015-08-01,Shane Brown,sf-bay-area,701.3343250635481
2015-08-01,Lori Smith,sf-bay-area,5690.286507223726
2015-08-01,Charles Ross,sf-bay-area,1601.3307507480965
2015-08-01,Michael Brooks,sf-bay-area,3207.057427404318
2015-08-01,Tracy Thompson,sf-bay-area,3982.666461031343
2015-08-01,Kenneth Melton,sf-bay-area,344.5148882636535
2015-08-01,David Mcdowell,sf-bay-area,3232.338199351585
2015-08-01,Christie Miller,sf-bay-area,9.45158086021386
2015-08-01,Joshua Ewing,sf-bay-area,603.273872872712
2015-08-01,Tammy Rosales MD,sf-bay-area,332.6722994393275
2015-08-01,Tyrone Griffin,sf-bay-area,13.859596863351534
2015-09-01,Erika Phillips,other,-24.87135528236091
2015-09-01,Dylan Brown,other,-41.11760662290994
2015-09-01,Morgan Gonzalez,sf-bay-area,2502.7091352716006
2015-09-01,Eric Salazar,sf-bay-area,3533.474949189485
2015-09-01,Tyler Washington,sf-bay-area,2538.3416717914965
2015-09-01,Brooke Howard,sf-bay-area,1257.620242112044
2015-09-01,Melissa Davidson,sf-bay-area,6704.5949708279395
2015-09-01,Morgan Lamb,sf-bay-area,6503.451656072173
2015-09-01,Heather Green,kansas city,10176.936207585759
2015-09-01,Frank Brown,sf-bay-area,5748.68499173254
2015-09-01,Sheila Blackwell,sf-bay-area,11228.726153104437
2015-09-01,Melanie Rodriguez,sf-bay-area,4464.953312138338
2015-09-01,Joseph Martinez,sf-bay-area,700.5002095991528
2015-09-01,Jeffrey Nelson,sf-bay-area,4204.52207628513
2015-09-01,Richard Rodriguez,kansas city,5290.313553029825
2015-09-01,Ann Espinoza,sf-bay-area,393.15841597424946
2015-09-01,Dana Barron,sf-bay-area,2473.4936501099905
2015-09-01,Alexander Hull,sf-bay-area,392.11392770012253
2015-09-01,Patrick Watson,sf-bay-area,1931.974703421721
2015-09-01,Elizabeth Welch,sf-bay-area,281.22821305923117
2015-09-01,Ashley Baker,sf-bay-area,839.9023596581152
2015-09-01,Abigail Munoz,sf-bay-area,516.9530158844904
2015-09-01,Stephen Drake,sf-bay-area,1272.9214101645096
2015-09-01,Jay Ward,sf-bay-area,812.7927652785396
2015-09-01,Joel Kennedy,sf-bay-area,2784.442506490815
2015-09-01,Brandon Noble,sf-bay-area,2305.806481006661
2015-09-01,Tara Melton,sf-bay-area,3668.99238537789
2015-09-01,Diane Graham,sf-bay-area,3152.171613347346
2015-09-01,Alan Munoz,sf-bay-area,36.084604997014765
2015-09-01,Nicholas Webb,sf-bay-area,758.8180272613307
2015-09-01,Abigail Robertson,sf-bay-area,2482.7291285812016
2015-09-01,Anna Garza,sf-bay-area,1590.5656143520387
2015-09-01,Russell Parker,sf-bay-area,1632.4543421786504
2015-09-01,Dana Wilson,sf-bay-area,6252.783245700211
2015-09-01,Dr. Robert Bell DDS,sf-bay-area,231.20536976185574
2015-09-01,Bryan Hines,sf-bay-area,2890.45972081494
2015-09-01,Mr. Daniel Barrett,sf-bay-area,1809.9848209156648
2015-09-01,Margaret Pham,sf-bay-area,4968.891227910945
2015-09-01,Luis Hammond,sf-bay-area,2368.602326504986
2015-09-01,Shannon Morgan,sf-bay-area,2421.60365140954
2015-09-01,Amanda Walker,sf-bay-area,4591.534865567381
2015-09-01,Toni Lawrence,sf-bay-area,700.412845803115
2015-09-01,Maureen Holland,sf-bay-area,2995.705428317268
2015-09-01,Frederick Miller,sf-bay-area,212.88841424498014
2015-09-01,Traci Jennings,sf-bay-area,2576.1101782115384
2015-09-01,Cheryl Reyes,sf-bay-area,2115.188219332889
2015-09-01,Christopher Terry,sf-bay-area,-36.275816780940715
2015-09-01,Jennifer Hopkins,sf-bay-area,483.5200876257927
2015-09-01,Matthew Davenport,sf-bay-area,326.385229810729
2015-09-01,Katherine Morales,sf-bay-area,240.66751480764958
2015-09-01,Leslie Phillips,sf-bay-area,184.56666014292455
2015-09-01,Desiree Berry,sf-bay-area,217.76495867514905
2015-10-01,Brandon Payne,other,6.749851260327354
2015-10-01,Frank Elliott,sf-bay-area,3207.0042220875607
2015-10-01,Jason Banks,sf-bay-area,4963.099846500637
2015-10-01,Sheila Horton,sf-bay-area,450.4366368484406
2015-10-01,Jessica Lewis,sf-bay-area,1418.9129106672906
2015-10-01,John Melton,sf-bay-area,6509.151021774736
2015-10-01,Benjamin Beard,sf-bay-area,3469.267667543798
2015-10-01,Christopher Snyder,kansas city,10072.408323284655
2015-10-01,Elizabeth Chan,sf-bay-area,5513.731967014492
2015-10-01,Benjamin Parrish,sf-bay-area,9239.06070924983
2015-10-01,Willie Jones,sf-bay-area,8714.48202667842
2015-10-01,Gabriel Nunez,sf-bay-area,2250.2858124359223
2015-10-01,Gabrielle Rodriguez,sf-bay-area,6353.9777384873705
2015-10-01,Renee Gutierrez,kansas city,7370.103251898067
2015-10-01,Jacob Coleman,sf-bay-area,763.4414158663997
2015-10-01,Tammy Rubio,sf-bay-area,1709.3033160639607
2015-10-01,Donna Alvarado,sf-bay-area,1324.2644048677469
2015-10-01,Allison Ortiz,sf-bay-area,3187.581387739503
2015-10-01,Justin Garza,sf-bay-area,225.34765555304028
2015-10-01,Debbie Warren,sf-bay-area,2226.8714152042658
2015-10-01,Tony Marshall,sf-bay-area,1079.58902068264
2015-10-01,Dawn Phillips,sf-bay-area,2277.643659773177
2015-10-01,Tyler Gardner,sf-bay-area,231.05268443347393
2015-10-01,Christina Coleman,sf-bay-area,780.9507655130559
2015-10-01,Patrick Davis,sf-bay-area,6.7138135218083335
2015-10-01,Andrew Walker,sf-bay-area,5800.082187222966
2015-10-01,Phillip Garcia,sf-bay-area,5252.117187785576
2015-10-01,Heather Key,sf-bay-area,1549.7817598307051
2015-10-01,Robert Brooks,sf-bay-area,1408.595525253255
2015-10-01,Patrick Patterson,sf-bay-area,2519.0658009519802
2015-10-01,Samuel Thomas,sf-bay-area,355.1417223470602
2015-10-01,Elizabeth Potter,sf-bay-area,4069.3984013605664
2015-10-01,Fred Hunter,sf-bay-area,2214.8656414390384
2015-10-01,Madison Hernandez,sf-bay-area,7029.218606403324
2015-10-01,Jeffrey Simmons,sf-bay-area,555.4090351714182
2015-10-01,Rebecca Fisher,sf-bay-area,-19.083704589481275
2015-10-01,Alyssa Porter,sf-bay-area,4282.638583574852
2015-10-01,Dr. Marissa Robinson DDS,sf-bay-area,1104.8095825646374
2015-10-01,Maria Chandler,sf-bay-area,5727.113647222435
2015-10-01,Jason Hamilton,sf-bay-area,2937.739838306078
2015-10-01,Dana Oconnor,sf-bay-area,2908.1194652379286
2015-10-01,Leroy Williams,sf-bay-area,199.51156790006834
2015-10-01,Edwin Jones,sf-bay-area,7251.096292418396
2015-10-01,Brooke Turner,sf-bay-area,10236.829903468337
2015-10-01,Mr. Billy Nichols,sf-bay-area,24.604193537022567
2015-10-01,Jody Wagner,sf-bay-area,3528.397566822746
2015-10-01,Aaron Simpson,sf-bay-area,222.25267920737286
2015-10-01,Richard Rodriguez,sf-bay-area,1224.662588706327
2015-10-01,Cassandra Barton,sf-bay-area,-40.99761377949116
2015-10-01,Vicki Perez,sf-bay-area,1004.2263352244686
2015-10-01,James Garcia Jr.,sf-bay-area,683.5132197061947
2015-10-01,Emily Smith,sf-bay-area,577.6438808795889
2015-10-01,James Johnson,sf-bay-area,236.69111832612063
2015-10-01,Cody Bishop,sf-bay-area,1057.6433333113239
2015-10-01,Amanda Moore,sf-bay-area,647.8296700609751
2015-10-01,Donald Henderson,sf-bay-area,433.8205225274643
2015-11-01,Anthony Pham,other,26.740365851365027
2015-11-01,Raven Campbell,sf-bay-area,2224.118570828522
2015-11-01,Kayla Crane,sf-bay-area,530.936307685085
2015-11-01,Brandi Grant,sf-bay-area,786.9428592945881
2015-11-01,Christine Wells,sf-bay-area,243.46719330546193
2015-11-01,Stephen Boyle,sf-bay-area,7008.110608319018
2015-11-01,Aaron Daniel,sf-bay-area,2638.490429022609
2015-11-01,Jonathon Ryan,kansas city,841.7140134855476
2015-11-01,Carlos Young,sf-bay-area,3035.29318464996
2015-11-01,Troy Burnett,sf-bay-area,5055.733109804453
2015-11-01,Kevin Clark,sf-bay-area,4736.491867901337
2015-11-01,Timothy Hodge,sf-bay-area,2005.4529369852762
2015-11-01,James Shields,sf-bay-area,797.1183083985862
2015-11-01,James Smith,kansas city,1168.7517028333446
2015-11-01,Lisa Sanchez,sf-bay-area,3025.5426832327466
2015-11-01,Dennis Pierce,sf-bay-area,1967.5746219058078
2015-11-01,Joseph Turner,sf-bay-area,795.3083417810581
2015-11-01,Theresa Harris,sf-bay-area,1706.4083477075724
2015-11-01,Jason Gonzales,sf-bay-area,-40.44491355455089
2015-11-01,Kaylee Hall DVM,sf-bay-area,2413.9601187477683
2015-11-01,Samantha Gray,sf-bay-area,670.1186353387677
2015-11-01,Christopher Lewis,sf-bay-area,165.81403092040568
2015-11-01,James Fleming,sf-bay-area,-15.176169409141814
2015-11-01,Kathleen Burns,sf-bay-area,1160.2128597421663
2015-11-01,Kim Lester,sf-bay-area,335.9359027934498
2015-11-01,Jessica Thompson,sf-bay-area,1152.4717691741043
2015-11-01,Anna Peterson,sf-bay-area,2751.9316676759986
2015-11-01,Jeffery Dominguez,sf-bay-area,505.3955317821178
2015-11-01,Aaron Fisher,sf-bay-area,1311.4769352376484
2015-11-01,Debra Peterson,sf-bay-area,1160.0176914409258
2015-11-01,Linda Flores,sf-bay-area,-13.48374322098951
2015-11-01,Katherine Case,sf-bay-area,832.2270040905287
2015-11-01,Kerry Estes,sf-bay-area,1401.7368416724203
2015-11-01,Leslie Moore,sf-bay-area,1629.0632569358386
2015-11-01,Troy Skinner,sf-bay-area,1594.1110076372318
2015-11-01,Christine Ford,sf-bay-area,5409.18237367026
2015-11-01,Barbara Gonzalez,sf-bay-area,4906.969923121398
2015-11-01,Jeremy White,sf-bay-area,937.8682531071446
2015-11-01,Danielle Rice,sf-bay-area,753.3204155531091
2015-11-01,Tanya James,sf-bay-area,150.02205886712892
2015-11-01,Mark Kidd,sf-bay-area,230.01400545073125
2015-11-01,Julia Riggs,other,-12.684634035837028
2015-12-01,Karen Roberts,other,-7.5780987242727775
2015-12-01,Amber Price,sf-bay-area,2638.845693357081
2016-01-01,Robert Baker,other,23.515035389281607
2016-01-01,Daniel Hunt,sf-bay-area,6237.065734149545
2016-01-01,Pamela Good,sf-bay-area,10009.370857340398
2016-01-01,Chris Gardner,sf-bay-area,1486.2687842273995
2016-01-01,Jeffrey Hernandez,sf-bay-area,9.443336972825136
2016-01-01,Valerie Martin,sf-bay-area,35.157037386730764
2016-01-01,Heather Taylor,sf-bay-area,760.1898710936412
2016-01-01,Victor Baker,kansas city,3805.981279316526
2016-01-01,Heather Marsh,sf-bay-area,2999.6017736092153
2016-01-01,Krista Smith,sf-bay-area,-34.53944385141887
2016-01-01,Christopher Burgess,sf-bay-area,7240.459721867025
2016-01-01,Rachel Monroe,sf-bay-area,8026.3378464643565
2016-01-01,Kara Jones,kansas city,150.04484469675592
2016-01-01,Scott Diaz,sf-bay-area,223.91458651958072
2016-01-01,Chase Chavez,sf-bay-area,-34.34073795380588
2016-01-01,Eric Leach,sf-bay-area,34.9226574511129
2016-01-01,Lindsey Weiss,sf-bay-area,198.99460308752646
2016-01-01,Bryan Freeman,sf-bay-area,-41.00004052497044
2016-01-01,Jessica Esparza,sf-bay-area,1610.5860240445359
2016-01-01,Joshua Barry,sf-bay-area,23.7898886260988
2016-01-01,Julia Schmitt,sf-bay-area,334.8424480380613
2016-01-01,Angela Hill,sf-bay-area,485.99734489021057
2016-01-01,Daniel Johnson,sf-bay-area,2530.976396132209
2016-01-01,Michael Shaffer,sf-bay-area,2836.9275243639677
2016-01-01,Angela Moore,sf-bay-area,1820.9128851429818
2016-01-01,James Wilson,sf-bay-area,2875.176843654769
2016-01-01,Pamela Mcdowell,sf-bay-area,994.8368995863563
2016-01-01,Chelsea Holland,sf-bay-area,634.0767397043319
2016-01-01,Connor Camacho,sf-bay-area,613.8791655935765
2016-01-01,Gloria Harris,sf-bay-area,200.47614103744814
2016-01-01,Joseph Wright,sf-bay-area,2035.2919911212787
2016-01-01,Dennis Cox,sf-bay-area,2277.3039446261855
2016-01-01,Rebecca Walker,sf-bay-area,1067.963630142653
2016-01-01,David Rodriguez,sf-bay-area,1247.0725828470502
2016-01-01,Cynthia Golden,sf-bay-area,-22.180062695630852
2016-01-01,Kelly Hall,sf-bay-area,467.62530700279353
2016-01-01,David Brown,sf-bay-area,1656.0446051230508
2016-01-01,John Powell,sf-bay-area,153.3551614737666
2016-01-01,Jessica Ibarra,sf-bay-area,1405.604638524271
2016-01-01,Travis Jennings,sf-bay-area,1569.3752345629614
2016-01-01,Andrea White,sf-bay-area,395.751010912335
2016-01-01,Megan Grant,sf-bay-area,2357.9013868813195
2016-01-01,Sandra Foster,sf-bay-area,350.42415233827774
2016-01-01,Terri Gray,los-angeles,229.5687880086782
2016-01-01,Rebecca Scott,sf-bay-area,208.54185019355668
2016-01-01,Bethany Ruiz,sf-bay-area,28.809438846308836
2016-01-01,Corey Heath,sf-bay-area,17.65409708926603
2016-01-01,Heather Brown,sf-bay-area,1051.8149796304597
2016-01-01,Molly Johnson,sf-bay-area,1643.1846318025964
2016-01-01,Catherine Wheeler,los-angeles,1887.7460647742994
2016-01-01,Laura Osborne,sf-bay-area,463.14263875777954
2016-01-01,Nicholas Griffin,sf-bay-area,198.5783491777842
2016-01-01,Julie Williams,los-angeles,912.6436680419093
2016-01-01,Wanda Barrera,sf-bay-area,357.85348582310365
2016-01-01,Sophia Foster,sf-bay-area,575.7302882378826
2016-01-01,Bradley Werner,sf-bay-area,16.743244106749145
2016-01-01,Kyle Dawson,sf-bay-area,1480.056857785968
2016-01-01,Todd Webster,washington-dc,385.44345944558813
2016-01-01,Veronica Watts,sf-bay-area,250.47762057572658
2016-01-01,Samantha Zimmerman,los-angeles,2627.91545620556
2016-01-01,Tyrone Brooks,los-angeles,1160.102708933491
2016-01-01,Madison Stephenson,sf-bay-area,145.80538401767487
2016-02-01,Robert Ford,other,29.307984777961977
2016-02-01,Samuel Wheeler,other,38.853119836932905
2016-02-01,Gary Harris,sf-bay-area,2493.100989836132
2016-02-01,Larry Thomas,sf-bay-area,5636.584701678463
2016-02-01,Kyle Simpson,sf-bay-area,13324.332540904863
2016-02-01,Jimmy Weaver,sf-bay-area,4763.309775907722
2016-02-01,Gary Martinez,sf-bay-area,4466.434565652378
2016-02-01,Madison Robbins,sf-bay-area,531.080689999535
2016-02-01,Kaylee Hicks,kansas city,894.0912322345384
2016-02-01,Robert Haley,sf-bay-area,14957.44555894761
2016-02-01,Stephen Hardy,sf-bay-area,1766.9068353258872
2016-02-01,Charles Hodges,sf-bay-area,5734.251181140595
2016-02-01,Nicholas Garcia,sf-bay-area,21718.407494153496
2016-02-01,David Davis,kansas city,1878.9276139719118
2016-02-01,Christopher Rodriguez,sf-bay-area,2210.6059914072666
2016-02-01,Amy Bennett,sf-bay-area,992.6085182174339
2016-02-01,Ryan Rowe,sf-bay-area,1187.3016873532176
2016-02-01,Denise Mccall,sf-bay-area,-9.854518304149387
2016-02-01,Michael White,sf-bay-area,265.9851519980754
2016-02-01,Jerry Haynes,sf-bay-area,24.053116019384234
2016-02-01,Jason Ramirez,sf-bay-area,1226.8148132553792
2016-02-01,Robert Woods,sf-bay-area,178.19705915819893
2016-02-01,Brett Woods,sf-bay-area,4825.561312803562
2016-02-01,Brandon Carter,sf-bay-area,398.90235724411735
2016-02-01,Maria White,sf-bay-area,658.0722309406774
2016-02-01,Danielle Quinn,sf-bay-area,159.04524984956197
2016-02-01,Michelle Nelson,sf-bay-area,-6.860911811088819
2016-02-01,Jimmy Mcknight,sf-bay-area,196.25904801245986
2016-02-01,Rhonda Davidson,sf-bay-area,34.25412890965373
2016-02-01,Dawn Preston,sf-bay-area,378.4317045374981
2016-02-01,Timothy Paul,sf-bay-area,2389.0539074429694
2016-02-01,Brian Bartlett,sf-bay-area,1600.8595915288615
